,AL,BA,IT,XK,RS,sum
2022-01-01 00:00:00+00:00,19.0,0.0,600.0,32.0,0.0,651.0
2022-01-01 01:00:00+00:00,9.0,1.0,601.0,17.0,0.0,628.0
2022-01-01 02:00:00+00:00,11.0,3.0,600.0,3.0,22.0,639.0
2022-01-01 03:00:00+00:00,27.0,0.0,594.0,0.0,76.0,697.0
2022-01-01 04:00:00+00:00,24.0,0.0,589.0,0.0,180.0,793.0
2022-01-01 05:00:00+00:00,47.0,0.0,595.0,0.0,172.0,814.0
2022-01-01 06:00:00+00:00,52.0,6.0,587.0,0.0,184.0,829.0
2022-01-01 07:00:00+00:00,41.0,6.0,597.0,0.0,186.0,830.0
2022-01-01 08:00:00+00:00,41.0,0.0,598.0,0.0,185.0,824.0
2022-01-01 09:00:00+00:00,23.0,0.0,586.0,0.0,175.0,784.0
2022-01-01 10:00:00+00:00,23.0,0.0,586.0,0.0,171.0,780.0
2022-01-01 11:00:00+00:00,28.0,0.0,586.0,0.0,150.0,764.0
2022-01-01 12:00:00+00:00,34.0,0.0,586.0,0.0,143.0,763.0
2022-01-01 13:00:00+00:00,34.0,0.0,586.0,0.0,120.0,740.0
2022-01-01 14:00:00+00:00,47.0,0.0,586.0,23.0,77.0,733.0
2022-01-01 15:00:00+00:00,39.0,0.0,586.0,25.0,57.0,707.0
2022-01-01 16:00:00+00:00,26.0,0.0,585.0,0.0,95.0,706.0
2022-01-01 17:00:00+00:00,24.0,1.0,570.0,0.0,112.0,707.0
2022-01-01 18:00:00+00:00,27.0,0.0,551.0,0.0,103.0,681.0
2022-01-01 19:00:00+00:00,20.0,0.0,551.0,0.0,114.0,685.0
2022-01-01 20:00:00+00:00,33.0,0.0,553.0,0.0,90.0,676.0
2022-01-01 21:00:00+00:00,33.0,0.0,577.0,0.0,77.0,687.0
2022-01-01 22:00:00+00:00,49.0,0.0,531.0,6.0,86.0,672.0
2022-01-01 23:00:00+00:00,90.0,0.0,541.0,0.0,110.0,741.0
2022-01-02 00:00:00+00:00,68.0,0.0,599.0,0.0,167.0,834.0
2022-01-02 01:00:00+00:00,54.0,0.0,599.0,0.0,264.0,917.0
2022-01-02 02:00:00+00:00,43.0,0.0,599.0,0.0,274.0,916.0
2022-01-02 03:00:00+00:00,20.0,1.0,599.0,0.0,326.0,946.0
2022-01-02 04:00:00+00:00,3.0,5.0,600.0,0.0,385.0,993.0
2022-01-02 05:00:00+00:00,19.0,18.0,599.0,0.0,360.0,996.0
2022-01-02 06:00:00+00:00,38.0,9.0,600.0,0.0,311.0,958.0
2022-01-02 07:00:00+00:00,40.0,4.0,599.0,0.0,263.0,906.0
2022-01-02 08:00:00+00:00,51.0,0.0,598.0,0.0,212.0,861.0
2022-01-02 09:00:00+00:00,69.0,0.0,572.0,0.0,129.0,770.0
2022-01-02 10:00:00+00:00,75.0,0.0,571.0,0.0,119.0,765.0
2022-01-02 11:00:00+00:00,77.0,0.0,571.0,0.0,48.0,696.0
2022-01-02 12:00:00+00:00,98.0,0.0,571.0,12.0,12.0,693.0
2022-01-02 13:00:00+00:00,150.0,0.0,567.0,26.0,0.0,743.0
2022-01-02 14:00:00+00:00,195.0,0.0,450.0,70.0,0.0,715.0
2022-01-02 15:00:00+00:00,157.0,0.0,437.0,110.0,0.0,704.0
2022-01-02 16:00:00+00:00,134.0,0.0,410.0,101.0,1.0,646.0
2022-01-02 17:00:00+00:00,162.0,0.0,408.0,96.0,0.0,666.0
2022-01-02 18:00:00+00:00,154.0,0.0,407.0,75.0,0.0,636.0
2022-01-02 19:00:00+00:00,105.0,0.0,409.0,51.0,12.0,577.0
2022-01-02 20:00:00+00:00,154.0,0.0,466.0,76.0,0.0,696.0
2022-01-02 21:00:00+00:00,114.0,0.0,461.0,46.0,0.0,621.0
2022-01-02 22:00:00+00:00,110.0,0.0,461.0,0.0,8.0,579.0
2022-01-02 23:00:00+00:00,22.0,0.0,533.0,0.0,119.0,674.0
2022-01-03 00:00:00+00:00,28.0,0.0,529.0,0.0,215.0,772.0
2022-01-03 01:00:00+00:00,38.0,0.0,575.0,0.0,201.0,814.0
2022-01-03 02:00:00+00:00,31.0,0.0,600.0,0.0,200.0,831.0
2022-01-03 03:00:00+00:00,34.0,0.0,601.0,0.0,189.0,824.0
2022-01-03 04:00:00+00:00,44.0,0.0,601.0,0.0,202.0,847.0
2022-01-03 05:00:00+00:00,29.0,0.0,601.0,0.0,215.0,845.0
2022-01-03 06:00:00+00:00,24.0,0.0,601.0,0.0,231.0,856.0
2022-01-03 07:00:00+00:00,2.0,0.0,600.0,0.0,219.0,821.0
2022-01-03 08:00:00+00:00,0.0,0.0,600.0,0.0,235.0,835.0
2022-01-03 09:00:00+00:00,0.0,0.0,595.0,0.0,211.0,806.0
2022-01-03 10:00:00+00:00,0.0,0.0,597.0,0.0,212.0,809.0
2022-01-03 11:00:00+00:00,0.0,0.0,599.0,0.0,220.0,819.0
2022-01-03 12:00:00+00:00,0.0,0.0,601.0,0.0,223.0,824.0
2022-01-03 13:00:00+00:00,0.0,0.0,601.0,0.0,211.0,812.0
2022-01-03 14:00:00+00:00,0.0,0.0,601.0,0.0,231.0,832.0
2022-01-03 15:00:00+00:00,3.0,0.0,601.0,0.0,202.0,806.0
2022-01-03 16:00:00+00:00,0.0,0.0,601.0,0.0,173.0,774.0
2022-01-03 17:00:00+00:00,0.0,0.0,601.0,0.0,182.0,783.0
2022-01-03 18:00:00+00:00,0.0,0.0,601.0,0.0,197.0,798.0
2022-01-03 19:00:00+00:00,0.0,0.0,601.0,0.0,136.0,737.0
2022-01-03 20:00:00+00:00,3.0,0.0,601.0,0.0,71.0,675.0
2022-01-03 21:00:00+00:00,15.0,0.0,592.0,0.0,72.0,679.0
2022-01-03 22:00:00+00:00,28.0,0.0,528.0,0.0,52.0,608.0
2022-01-03 23:00:00+00:00,72.0,0.0,359.0,28.0,32.0,491.0
2022-01-04 00:00:00+00:00,43.0,0.0,448.0,0.0,125.0,616.0
2022-01-04 01:00:00+00:00,37.0,0.0,506.0,0.0,146.0,689.0
2022-01-04 02:00:00+00:00,35.0,0.0,556.0,0.0,155.0,746.0
2022-01-04 03:00:00+00:00,31.0,0.0,544.0,0.0,237.0,812.0
2022-01-04 04:00:00+00:00,46.0,0.0,539.0,0.0,221.0,806.0
2022-01-04 05:00:00+00:00,109.0,0.0,355.0,20.0,196.0,680.0
2022-01-04 06:00:00+00:00,78.0,0.0,228.0,64.0,218.0,588.0
2022-01-04 07:00:00+00:00,10.0,0.0,356.0,67.0,178.0,611.0
2022-01-04 08:00:00+00:00,0.0,0.0,379.0,42.0,209.0,630.0
2022-01-04 09:00:00+00:00,0.0,0.0,371.0,53.0,189.0,613.0
2022-01-04 10:00:00+00:00,0.0,2.0,365.0,35.0,198.0,600.0
2022-01-04 11:00:00+00:00,0.0,1.0,350.0,45.0,179.0,575.0
2022-01-04 12:00:00+00:00,0.0,4.0,349.0,34.0,196.0,583.0
2022-01-04 13:00:00+00:00,0.0,0.0,351.0,74.0,136.0,561.0
2022-01-04 14:00:00+00:00,3.0,0.0,375.0,88.0,133.0,599.0
2022-01-04 15:00:00+00:00,41.0,0.0,330.0,138.0,80.0,589.0
2022-01-04 16:00:00+00:00,18.0,0.0,455.0,87.0,97.0,657.0
2022-01-04 17:00:00+00:00,31.0,0.0,492.0,71.0,88.0,682.0
2022-01-04 18:00:00+00:00,44.0,0.0,517.0,56.0,97.0,714.0
2022-01-04 19:00:00+00:00,5.0,0.0,556.0,0.0,183.0,744.0
2022-01-04 20:00:00+00:00,3.0,0.0,521.0,0.0,182.0,706.0
2022-01-04 21:00:00+00:00,55.0,0.0,426.0,18.0,160.0,659.0
2022-01-04 22:00:00+00:00,55.0,0.0,408.0,18.0,173.0,654.0
2022-01-04 23:00:00+00:00,38.0,0.0,594.0,0.0,261.0,893.0
2022-01-05 00:00:00+00:00,35.0,0.0,577.0,0.0,296.0,908.0
2022-01-05 01:00:00+00:00,30.0,0.0,600.0,0.0,285.0,915.0
2022-01-05 02:00:00+00:00,29.0,0.0,600.0,0.0,289.0,918.0
2022-01-05 03:00:00+00:00,30.0,0.0,600.0,0.0,282.0,912.0
2022-01-05 04:00:00+00:00,58.0,0.0,601.0,0.0,239.0,898.0
2022-01-05 05:00:00+00:00,60.0,0.0,601.0,0.0,189.0,850.0
2022-01-05 06:00:00+00:00,1.0,0.0,601.0,0.0,224.0,826.0
2022-01-05 07:00:00+00:00,0.0,0.0,591.0,0.0,250.0,841.0
2022-01-05 08:00:00+00:00,0.0,0.0,591.0,0.0,333.0,924.0
2022-01-05 09:00:00+00:00,0.0,10.0,590.0,0.0,384.0,984.0
2022-01-05 10:00:00+00:00,0.0,19.0,533.0,0.0,389.0,941.0
2022-01-05 11:00:00+00:00,0.0,22.0,521.0,0.0,417.0,960.0
2022-01-05 12:00:00+00:00,0.0,14.0,520.0,0.0,400.0,934.0
2022-01-05 13:00:00+00:00,0.0,1.0,521.0,0.0,388.0,910.0
2022-01-05 14:00:00+00:00,0.0,0.0,532.0,0.0,333.0,865.0
2022-01-05 15:00:00+00:00,0.0,0.0,589.0,0.0,248.0,837.0
2022-01-05 16:00:00+00:00,0.0,0.0,600.0,0.0,181.0,781.0
2022-01-05 17:00:00+00:00,1.0,0.0,576.0,0.0,171.0,748.0
2022-01-05 18:00:00+00:00,0.0,0.0,559.0,0.0,204.0,763.0
2022-01-05 19:00:00+00:00,0.0,0.0,599.0,0.0,204.0,803.0
2022-01-05 20:00:00+00:00,0.0,0.0,600.0,0.0,146.0,746.0
2022-01-05 21:00:00+00:00,31.0,0.0,570.0,21.0,83.0,705.0
2022-01-05 22:00:00+00:00,30.0,0.0,533.0,11.0,85.0,659.0
2022-01-05 23:00:00+00:00,62.0,0.0,559.0,24.0,91.0,736.0
2022-01-06 00:00:00+00:00,83.0,0.0,573.0,5.0,135.0,796.0
2022-01-06 01:00:00+00:00,75.0,0.0,574.0,0.0,170.0,819.0
2022-01-06 02:00:00+00:00,59.0,0.0,599.0,0.0,181.0,839.0
2022-01-06 03:00:00+00:00,60.0,0.0,600.0,0.0,176.0,836.0
2022-01-06 04:00:00+00:00,53.0,0.0,600.0,0.0,215.0,868.0
2022-01-06 05:00:00+00:00,27.0,0.0,600.0,0.0,194.0,821.0
2022-01-06 06:00:00+00:00,13.0,1.0,577.0,0.0,146.0,737.0
2022-01-06 07:00:00+00:00,0.0,43.0,600.0,0.0,207.0,850.0
2022-01-06 08:00:00+00:00,0.0,94.0,599.0,0.0,265.0,958.0
2022-01-06 09:00:00+00:00,0.0,104.0,542.0,0.0,250.0,896.0
2022-01-06 10:00:00+00:00,0.0,82.0,472.0,0.0,253.0,807.0
2022-01-06 11:00:00+00:00,0.0,65.0,456.0,0.0,211.0,732.0
2022-01-06 12:00:00+00:00,0.0,83.0,455.0,0.0,248.0,786.0
2022-01-06 13:00:00+00:00,0.0,58.0,455.0,0.0,187.0,700.0
2022-01-06 14:00:00+00:00,0.0,63.0,455.0,0.0,214.0,732.0
2022-01-06 15:00:00+00:00,0.0,57.0,456.0,0.0,210.0,723.0
2022-01-06 16:00:00+00:00,0.0,37.0,596.0,0.0,183.0,816.0
2022-01-06 17:00:00+00:00,0.0,12.0,600.0,0.0,164.0,776.0
2022-01-06 18:00:00+00:00,2.0,1.0,600.0,0.0,165.0,768.0
2022-01-06 19:00:00+00:00,49.0,0.0,600.0,18.0,108.0,775.0
2022-01-06 20:00:00+00:00,30.0,0.0,600.0,0.0,140.0,770.0
