,avail_qty,businesstype,docstatus,end,nominal_power,plant_type,production_resource_id,resolution,start
3,0.0,Planned maintenance,,2023-12-31 23:00:00+00:00,140.0,Fossil Gas,14W-PROD-LAU---8,PT15M,2022-12-31 23:00:00+00:00
6,0.0,Planned maintenance,,2023-05-23 22:00:00+00:00,240.0,Fossil Gas,14W-KW-THE-EVN-7,PT15M,2023-04-04 22:00:00+00:00
9,0.0,Unplanned outage,,2023-03-31 22:00:00+00:00,165.0,Fossil Gas,14W-WML-KW-----0,PT15M,2022-12-31 23:00:00+00:00
10,0.0,Unplanned outage,,2023-01-02 04:00:00+00:00,295.0,Fossil Gas,14W-PROD-SIM---P,PT1M,2023-01-02 04:00:00+00:00
11,0.0,Unplanned outage,,2023-01-02 06:00:00+00:00,295.0,Fossil Gas,14W-PROD-SIM---P,PT15M,2023-01-02 04:00:00+00:00
12,106.0,Unplanned outage,,2023-01-02 06:00:00+00:00,250.0,Fossil Gas,14W-PROD-SIM---P,PT15M,2023-01-02 04:00:00+00:00
13,106.0,Unplanned outage,,2023-01-02 04:00:00+00:00,250.0,Fossil Gas,14W-PROD-SIM---P,PT1M,2023-01-02 04:00:00+00:00
15,120.0,Unplanned outage,,2023-01-05 12:00:00+00:00,240.0,Hydro Pumped Storage,14W-TZR-KW-----I,PT15M,2023-01-05 10:00:00+00:00
16,120.0,Unplanned outage,,2023-01-06 09:00:00+00:00,240.0,Hydro Pumped Storage,14W-TZR-KW-----I,PT15M,2023-01-06 08:00:00+00:00
17,0.0,Unplanned outage,,2023-01-07 02:00:00+00:00,480.0,Hydro Pumped Storage,14W-TKP-KW-----I,PT15M,2023-01-07 00:00:00+00:00
20,240.0,Unplanned outage,,2023-01-08 03:00:00+00:00,480.0,Hydro Pumped Storage,14W-TKP-KW-----I,PT15M,2023-01-08 01:00:00+00:00
21,240.0,Unplanned outage,,2023-01-08 05:00:00+00:00,480.0,Hydro Pumped Storage,14W-TKP-KW-----I,PT15M,2023-01-08 04:00:00+00:00
22,120.0,Unplanned outage,,2023-01-08 14:00:00+00:00,240.0,Hydro Pumped Storage,14W-TZR-KW-----I,PT15M,2023-01-08 13:00:00+00:00
23,120.0,Unplanned outage,,2023-01-08 16:00:00+00:00,240.0,Hydro Pumped Storage,14W-TZR-KW-----I,PT15M,2023-01-08 16:00:00+00:00
