,BG,HU,MD,RS,UA,sum
2023-01-02 00:00:00+00:00,0.0,103.0,0.0,0.0,223.0,158.75
2023-01-02 01:00:00+00:00,0.0,82.5,0.0,0.0,198.0,132.0
2023-01-02 02:00:00+00:00,0.0,87.0,0.0,0.0,185.0,133.25
2023-01-02 03:00:00+00:00,0.0,132.75,0.0,0.0,203.0,183.5
2023-01-02 04:00:00+00:00,0.0,149.75,0.0,0.0,231.0,207.5
2023-01-02 05:00:00+00:00,0.0,80.75,0.0,0.0,195.0,129.5
2023-01-02 06:00:00+00:00,0.0,25.25,0.0,0.0,136.0,59.25
2023-01-02 07:00:00+00:00,0.0,1.5,0.0,0.0,111.0,29.25
2023-01-02 08:00:00+00:00,0.0,0.0,0.0,0.0,65.0,16.25
2023-01-02 09:00:00+00:00,0.0,0.0,0.0,0.0,48.0,12.0
2023-01-02 10:00:00+00:00,0.0,0.0,0.0,0.0,13.0,3.25
2023-01-02 11:00:00+00:00,0.0,10.0,0.0,0.0,68.0,27.0
2023-01-02 12:00:00+00:00,0.0,19.75,0.0,0.0,62.0,35.25
2023-01-02 13:00:00+00:00,0.0,104.75,0.0,0.0,131.0,137.5
2023-01-02 14:00:00+00:00,0.0,174.25,0.0,0.0,190.0,221.75
2023-01-02 15:00:00+00:00,0.0,244.5,0.0,0.0,260.0,309.5
2023-01-02 16:00:00+00:00,0.0,248.5,0.0,0.0,269.0,315.75
2023-01-02 17:00:00+00:00,0.0,202.25,0.0,0.0,231.0,260.0
2023-01-02 18:00:00+00:00,0.0,173.75,0.0,0.0,209.0,226.0
2023-01-02 19:00:00+00:00,0.0,114.0,0.0,0.0,188.0,161.0
2023-01-02 20:00:00+00:00,0.0,147.75,0.0,0.0,217.0,202.0
2023-01-02 21:00:00+00:00,0.0,238.0,0.0,0.0,275.0,306.75
2023-01-02 22:00:00+00:00,0.0,207.75,0.0,0.0,264.0,273.75
2023-01-02 23:00:00+00:00,0.0,160.75,0.0,0.0,244.0,221.75
2023-01-03 00:00:00+00:00,0.0,131.75,0.0,0.0,217.0,186.0
2023-01-03 01:00:00+00:00,0.0,107.0,0.0,0.0,185.0,153.25
2023-01-03 02:00:00+00:00,0.0,150.75,0.0,0.0,195.0,199.5
2023-01-03 03:00:00+00:00,0.0,251.0,0.0,0.0,246.0,312.5
2023-01-03 04:00:00+00:00,0.0,307.25,0.0,0.0,385.0,403.5
2023-01-03 05:00:00+00:00,0.0,341.25,0.0,0.0,438.0,450.75
2023-01-03 06:00:00+00:00,0.0,260.5,0.0,0.0,350.0,348.0
2023-01-03 07:00:00+00:00,0.0,205.0,0.0,0.0,271.0,272.75
2023-01-03 08:00:00+00:00,0.0,156.75,0.0,0.0,248.0,218.75
2023-01-03 09:00:00+00:00,2.0,113.25,0.0,0.0,202.0,164.25
2023-01-03 10:00:00+00:00,5.0,72.0,0.0,0.0,176.0,117.25
2023-01-03 11:00:00+00:00,51.0,103.0,0.0,0.0,180.0,160.75
2023-01-03 12:00:00+00:00,28.0,145.0,0.0,0.0,223.0,207.75
2023-01-03 13:00:00+00:00,8.0,262.25,0.0,0.0,314.0,342.75
2023-01-03 14:00:00+00:00,0.0,408.25,0.0,0.0,433.0,516.5
2023-01-03 15:00:00+00:00,0.0,401.75,0.0,0.0,458.0,516.25
2023-01-03 16:00:00+00:00,0.0,285.25,0.0,0.0,371.0,378.0
2023-01-03 17:00:00+00:00,0.0,299.5,0.0,0.0,286.0,371.0
2023-01-03 18:00:00+00:00,0.0,296.75,0.0,0.0,272.0,364.75
2023-01-03 19:00:00+00:00,0.0,230.0,0.0,0.0,221.0,285.25
2023-01-03 20:00:00+00:00,0.0,209.75,0.0,0.0,217.0,264.0
2023-01-03 21:00:00+00:00,0.0,184.75,0.0,0.0,207.0,236.5
2023-01-03 22:00:00+00:00,0.0,207.5,0.0,0.0,231.0,265.25
2023-01-03 23:00:00+00:00,0.0,251.25,0.0,0.0,262.0,316.75
2023-01-04 00:00:00+00:00,0.0,273.25,0.0,0.0,259.0,338.0
2023-01-04 01:00:00+00:00,0.0,253.75,0.0,0.0,216.0,307.75
2023-01-04 02:00:00+00:00,0.0,300.75,0.0,0.0,232.0,358.75
2023-01-04 03:00:00+00:00,0.0,340.5,0.0,0.0,267.0,407.25
2023-01-04 04:00:00+00:00,0.0,402.75,0.0,0.0,304.0,478.75
2023-01-04 05:00:00+00:00,0.0,404.0,0.0,0.0,339.0,488.75
2023-01-04 06:00:00+00:00,0.0,392.5,0.0,0.0,432.0,500.5
2023-01-04 07:00:00+00:00,0.0,350.0,0.0,0.0,447.0,461.75
2023-01-04 08:00:00+00:00,0.0,343.75,0.0,0.0,426.0,450.25
2023-01-04 09:00:00+00:00,2.0,320.25,0.0,0.0,344.0,406.75
2023-01-04 10:00:00+00:00,3.0,332.25,0.0,0.0,340.0,418.0
2023-01-04 11:00:00+00:00,10.0,375.0,0.0,0.0,347.0,464.25
2023-01-04 12:00:00+00:00,45.0,303.25,0.0,0.0,281.0,384.75
2023-01-04 13:00:00+00:00,9.0,317.0,0.0,16.0,308.0,400.25
2023-01-04 14:00:00+00:00,65.0,319.5,0.0,71.0,327.0,435.25
2023-01-04 15:00:00+00:00,209.0,348.25,0.0,198.0,373.0,543.25
2023-01-04 16:00:00+00:00,7.0,375.25,0.0,76.0,419.0,500.75
2023-01-04 17:00:00+00:00,97.0,312.75,0.0,45.0,349.0,435.5
2023-01-04 18:00:00+00:00,4.0,388.5,0.0,0.0,402.0,490.0
2023-01-04 19:00:00+00:00,0.0,345.5,0.0,0.0,386.0,442.0
2023-01-04 20:00:00+00:00,0.0,255.25,0.0,0.0,283.0,326.0
2023-01-04 21:00:00+00:00,0.0,316.0,0.0,0.0,294.0,389.5
2023-01-04 22:00:00+00:00,0.0,275.0,0.0,0.0,391.0,372.75
2023-01-04 23:00:00+00:00,0.0,242.5,0.0,0.0,426.0,349.0
2023-01-05 00:00:00+00:00,0.0,211.0,0.0,0.0,384.0,307.0
2023-01-05 01:00:00+00:00,0.0,251.25,0.0,0.0,374.0,344.75
2023-01-05 02:00:00+00:00,0.0,232.0,0.0,0.0,346.0,318.5
2023-01-05 03:00:00+00:00,0.0,263.25,0.0,0.0,359.0,353.0
2023-01-05 04:00:00+00:00,0.0,304.0,0.0,0.0,422.0,409.5
2023-01-05 05:00:00+00:00,0.0,261.75,0.0,0.0,367.0,353.5
2023-01-05 06:00:00+00:00,0.0,253.5,0.0,0.0,347.0,340.25
2023-01-05 07:00:00+00:00,0.0,165.75,0.0,0.0,319.0,245.5
2023-01-05 08:00:00+00:00,0.0,130.5,0.0,0.0,312.0,208.5
2023-01-05 09:00:00+00:00,0.0,65.0,0.0,0.0,251.0,127.75
2023-01-05 10:00:00+00:00,0.0,17.0,0.0,0.0,230.0,74.5
2023-01-05 11:00:00+00:00,0.0,26.25,0.0,0.0,254.0,89.75
2023-01-05 12:00:00+00:00,0.0,39.25,0.0,0.0,238.0,98.75
2023-01-05 13:00:00+00:00,0.0,83.25,0.0,0.0,217.0,137.5
2023-01-05 14:00:00+00:00,0.0,132.25,0.0,0.0,210.0,184.75
2023-01-05 15:00:00+00:00,0.0,169.5,0.0,0.0,219.0,224.25
2023-01-05 16:00:00+00:00,0.0,160.5,0.0,0.0,212.0,213.5
2023-01-05 17:00:00+00:00,0.0,123.25,0.0,0.0,197.0,172.5
2023-01-05 18:00:00+00:00,0.0,96.5,0.0,0.0,178.0,141.0
2023-01-05 19:00:00+00:00,0.0,31.0,0.0,0.0,122.0,61.5
2023-01-05 20:00:00+00:00,0.0,32.5,0.0,0.0,135.0,66.25
2023-01-05 21:00:00+00:00,0.0,13.75,0.0,0.0,111.0,41.5
2023-01-05 22:00:00+00:00,0.0,72.75,0.0,0.0,127.0,104.5
2023-01-05 23:00:00+00:00,0.0,158.0,0.0,0.0,174.0,201.5
2023-01-06 00:00:00+00:00,1.0,116.75,0.0,0.0,146.0,153.5
2023-01-06 01:00:00+00:00,1.0,137.25,0.0,0.0,136.0,171.5
2023-01-06 02:00:00+00:00,0.0,125.5,0.0,0.0,119.0,155.25
2023-01-06 03:00:00+00:00,0.0,167.75,0.0,0.0,144.0,203.75
2023-01-06 04:00:00+00:00,0.0,233.0,0.0,0.0,203.0,283.75
2023-01-06 05:00:00+00:00,0.0,206.5,0.0,0.0,196.0,255.5
2023-01-06 06:00:00+00:00,0.0,113.5,0.0,0.0,173.0,156.75
2023-01-06 07:00:00+00:00,10.0,50.5,0.0,0.0,139.0,87.75
2023-01-06 08:00:00+00:00,27.0,47.75,0.0,0.0,135.0,88.25
2023-01-06 09:00:00+00:00,18.0,65.25,0.0,0.0,172.0,112.75
2023-01-06 10:00:00+00:00,13.0,58.75,0.0,0.0,154.0,100.5
2023-01-06 11:00:00+00:00,9.0,22.25,0.0,0.0,153.0,62.75
2023-01-06 12:00:00+00:00,0.0,65.25,0.0,0.0,191.0,113.0
2023-01-06 13:00:00+00:00,0.0,118.25,0.0,0.0,258.0,182.75
2023-01-06 14:00:00+00:00,0.0,218.0,0.0,0.0,362.0,308.5
2023-01-06 15:00:00+00:00,0.0,290.75,0.0,0.0,447.0,402.5
2023-01-06 16:00:00+00:00,0.0,308.0,0.0,0.0,414.0,411.5
2023-01-06 17:00:00+00:00,0.0,317.75,0.0,0.0,428.0,424.75
2023-01-06 18:00:00+00:00,0.0,294.75,0.0,0.0,409.0,397.0
2023-01-06 19:00:00+00:00,0.0,291.5,0.0,0.0,427.0,398.25
2023-01-06 20:00:00+00:00,0.0,322.5,0.0,0.0,356.0,411.5
2023-01-06 21:00:00+00:00,0.0,396.25,0.0,0.0,346.0,482.75
2023-01-06 22:00:00+00:00,0.0,370.0,0.0,0.0,466.0,486.5
2023-01-06 23:00:00+00:00,0.0,318.25,0.0,0.0,411.0,421.0
2023-01-07 00:00:00+00:00,0.0,260.5,0.0,0.0,411.0,363.25
2023-01-07 01:00:00+00:00,0.0,269.25,0.0,0.0,381.0,364.5
2023-01-07 02:00:00+00:00,0.0,306.0,0.0,0.0,404.0,407.0
2023-01-07 03:00:00+00:00,0.0,325.5,0.0,0.0,413.0,428.75
2023-01-07 04:00:00+00:00,0.0,365.75,0.0,0.0,306.0,442.25
2023-01-07 05:00:00+00:00,0.0,388.75,0.0,0.0,340.0,473.75
2023-01-07 06:00:00+00:00,0.0,338.25,0.0,0.0,309.0,415.5
2023-01-07 07:00:00+00:00,2.0,272.75,0.0,0.0,303.0,349.0
2023-01-07 08:00:00+00:00,14.0,251.25,0.0,0.0,315.0,333.5
2023-01-07 09:00:00+00:00,10.0,250.25,0.0,0.0,317.0,332.0
2023-01-07 10:00:00+00:00,15.0,258.25,0.0,0.0,299.0,336.75
2023-01-07 11:00:00+00:00,95.0,245.75,0.0,0.0,290.0,342.0
2023-01-07 12:00:00+00:00,22.0,320.75,0.0,0.0,367.0,418.0
2023-01-07 13:00:00+00:00,99.0,344.5,0.0,0.0,385.0,465.5
2023-01-07 14:00:00+00:00,28.0,468.0,0.0,0.0,527.0,606.75
2023-01-07 15:00:00+00:00,109.0,504.0,0.0,0.0,580.0,676.25
2023-01-07 16:00:00+00:00,1.0,550.75,0.0,0.0,571.0,693.75
2023-01-07 17:00:00+00:00,0.0,559.75,0.0,0.0,585.0,706.0
2023-01-07 18:00:00+00:00,1.0,482.0,0.0,0.0,538.0,616.75
2023-01-07 19:00:00+00:00,0.0,422.75,0.0,0.0,551.0,560.5
2023-01-07 20:00:00+00:00,0.0,363.25,0.0,0.0,508.0,490.25
2023-01-07 21:00:00+00:00,0.0,301.5,0.0,0.0,462.0,417.0
2023-01-07 22:00:00+00:00,0.0,276.75,0.0,0.0,490.0,399.25
2023-01-07 23:00:00+00:00,0.0,328.5,0.0,0.0,552.0,466.5
2023-01-08 00:00:00+00:00,0.0,299.25,0.0,0.0,503.0,425.0
2023-01-08 01:00:00+00:00,0.0,297.25,0.0,0.0,471.0,415.0
2023-01-08 02:00:00+00:00,0.0,323.25,0.0,0.0,436.0,432.25
2023-01-08 03:00:00+00:00,0.0,276.0,0.0,0.0,398.0,375.5
2023-01-08 04:00:00+00:00,0.0,320.5,0.0,0.0,494.0,444.0
2023-01-08 05:00:00+00:00,0.0,352.25,0.0,0.0,517.0,481.5
2023-01-08 06:00:00+00:00,0.0,324.5,0.0,0.0,294.0,398.0
2023-01-08 07:00:00+00:00,0.0,230.5,0.0,0.0,227.0,287.25
2023-01-08 08:00:00+00:00,0.0,133.75,0.0,0.0,175.0,177.5
2023-01-08 09:00:00+00:00,0.0,130.75,0.0,0.0,168.0,172.75
2023-01-08 10:00:00+00:00,0.0,135.5,0.0,0.0,156.0,174.5
2023-01-08 11:00:00+00:00,0.0,140.5,0.0,0.0,164.0,181.5
2023-01-08 12:00:00+00:00,0.0,147.75,0.0,0.0,158.0,187.25
2023-01-08 13:00:00+00:00,0.0,220.75,0.0,0.0,205.0,272.0
2023-01-08 14:00:00+00:00,0.0,311.75,0.0,0.0,272.0,379.75
2023-01-08 15:00:00+00:00,0.0,273.75,0.0,0.0,274.0,342.25
2023-01-08 16:00:00+00:00,0.0,152.5,0.0,0.0,207.0,204.25
2023-01-08 17:00:00+00:00,0.0,151.0,0.0,0.0,210.0,203.5
2023-01-08 18:00:00+00:00,0.0,121.5,0.0,0.0,193.0,169.75
2023-01-08 19:00:00+00:00,0.0,154.25,0.0,0.0,217.0,208.5
2023-01-08 20:00:00+00:00,0.0,109.0,0.0,0.0,193.0,157.25
2023-01-08 21:00:00+00:00,0.0,36.25,0.0,0.0,155.0,75.0
2023-01-08 22:00:00+00:00,0.0,1.75,0.0,0.0,80.0,21.75
2023-01-08 23:00:00+00:00,0.0,5.25,0.0,0.0,70.0,22.75
2023-01-09 00:00:00+00:00,2.0,0.0,0.0,0.0,0.0,0.5
2023-01-09 01:00:00+00:00,29.0,0.0,0.0,0.0,0.0,7.25
2023-01-09 02:00:00+00:00,43.0,11.25,0.0,0.0,2.0,22.5
2023-01-09 03:00:00+00:00,40.0,74.75,0.0,0.0,56.0,98.75
2023-01-09 04:00:00+00:00,43.0,247.75,0.0,0.0,195.0,307.25
2023-01-09 05:00:00+00:00,0.0,323.75,0.0,0.0,351.0,411.5
2023-01-09 06:00:00+00:00,0.0,228.0,0.0,0.0,287.0,299.75
2023-01-09 07:00:00+00:00,0.0,122.25,0.0,0.0,216.0,176.25
2023-01-09 08:00:00+00:00,3.0,42.5,0.0,0.0,145.0,79.5
2023-01-09 09:00:00+00:00,49.0,4.0,0.0,0.0,135.0,50.0
2023-01-09 10:00:00+00:00,138.0,0.0,0.0,0.0,144.0,70.5
2023-01-09 11:00:00+00:00,156.0,12.0,0.0,0.0,150.0,88.5
2023-01-09 12:00:00+00:00,194.0,1.5,0.0,0.0,89.0,72.25
2023-01-09 13:00:00+00:00,57.0,62.75,0.0,0.0,170.0,119.5
2023-01-09 14:00:00+00:00,40.0,150.5,0.0,0.0,204.0,211.5
2023-01-09 15:00:00+00:00,63.0,209.25,0.0,0.0,248.0,287.0
2023-01-09 16:00:00+00:00,36.0,169.25,0.0,0.0,216.0,232.25
2023-01-09 17:00:00+00:00,73.0,63.75,0.0,0.0,150.0,119.5
2023-01-09 18:00:00+00:00,53.0,47.75,0.0,0.0,135.0,94.75
2023-01-09 19:00:00+00:00,42.0,0.75,0.0,0.0,69.0,28.5
2023-01-09 20:00:00+00:00,28.0,0.0,0.0,0.0,61.0,22.25
2023-01-09 21:00:00+00:00,5.0,0.0,0.0,0.0,77.0,20.5
2023-01-09 22:00:00+00:00,241.0,0.0,0.0,0.0,3.0,61.0
2023-01-09 23:00:00+00:00,394.0,0.0,0.0,0.0,0.0,98.5
2023-01-10 00:00:00+00:00,540.0,0.0,0.0,0.0,0.0,135.0
2023-01-10 01:00:00+00:00,567.0,0.0,0.0,0.0,0.0,141.75
2023-01-10 02:00:00+00:00,510.0,0.0,0.0,0.0,0.0,127.5
2023-01-10 03:00:00+00:00,490.0,0.0,0.0,0.0,0.0,122.5
2023-01-10 04:00:00+00:00,317.0,9.0,0.0,0.0,3.0,89.0
2023-01-10 05:00:00+00:00,113.0,145.75,0.0,0.0,150.0,211.5
2023-01-10 06:00:00+00:00,54.0,155.25,0.0,0.0,162.0,209.25
2023-01-10 07:00:00+00:00,207.0,113.25,0.0,0.0,106.0,191.5
2023-01-10 08:00:00+00:00,330.0,25.75,0.0,0.0,11.0,111.0
2023-01-10 09:00:00+00:00,403.0,0.75,0.0,11.0,0.0,104.25
2023-01-10 10:00:00+00:00,446.0,0.0,0.0,31.0,0.0,119.25
2023-01-10 11:00:00+00:00,473.0,1.0,0.0,11.0,0.0,122.0
2023-01-10 12:00:00+00:00,456.0,0.0,0.0,0.0,0.0,114.0
2023-01-10 13:00:00+00:00,285.0,2.75,0.0,0.0,0.0,74.0
2023-01-10 14:00:00+00:00,183.0,40.5,0.0,0.0,48.0,98.25
2023-01-10 15:00:00+00:00,233.0,46.5,0.0,0.0,55.0,118.5
2023-01-10 16:00:00+00:00,247.0,23.25,0.0,0.0,63.0,100.75
2023-01-10 17:00:00+00:00,260.0,28.5,0.0,0.0,75.0,112.25
2023-01-10 18:00:00+00:00,230.0,2.75,0.0,0.0,67.0,77.0
2023-01-10 19:00:00+00:00,228.0,0.0,0.0,0.0,22.0,62.5
2023-01-10 20:00:00+00:00,18.0,5.75,0.0,0.0,52.0,23.25
2023-01-10 21:00:00+00:00,3.0,17.75,0.0,0.0,59.0,33.25
2023-01-10 22:00:00+00:00,11.0,0.0,0.0,0.0,8.0,4.75
2023-01-10 23:00:00+00:00,0.0,22.0,0.0,0.0,57.0,36.25
2023-01-11 00:00:00+00:00,0.0,22.0,0.0,0.0,35.0,30.75
2023-01-11 01:00:00+00:00,0.0,3.25,0.0,0.0,4.0,4.25
2023-01-11 02:00:00+00:00,2.0,27.25,0.0,0.0,26.0,34.25
2023-01-11 03:00:00+00:00,12.0,71.0,0.0,0.0,68.0,91.0
2023-01-11 04:00:00+00:00,68.0,242.0,0.0,0.0,184.0,305.0
2023-01-11 05:00:00+00:00,26.0,228.5,0.0,0.0,263.0,300.75
2023-01-11 06:00:00+00:00,8.0,297.75,0.0,0.0,400.0,399.75
2023-01-11 07:00:00+00:00,4.0,375.5,0.0,10.0,466.0,495.5
2023-01-11 08:00:00+00:00,104.0,337.5,0.0,16.0,399.0,467.25
2023-01-11 09:00:00+00:00,134.0,319.0,0.0,0.0,370.0,445.0
2023-01-11 10:00:00+00:00,220.0,277.0,0.0,19.0,303.0,412.5
2023-01-11 11:00:00+00:00,178.0,357.0,0.0,90.0,366.0,515.5
2023-01-11 12:00:00+00:00,137.0,337.0,0.0,14.0,361.0,465.0
2023-01-11 13:00:00+00:00,62.0,301.0,0.0,0.0,336.0,400.5
2023-01-11 14:00:00+00:00,30.0,359.5,0.0,0.0,389.0,464.25
2023-01-11 15:00:00+00:00,130.0,369.75,0.0,12.0,413.0,508.5
2023-01-11 16:00:00+00:00,147.0,311.25,0.0,0.0,391.0,445.75
2023-01-11 17:00:00+00:00,126.0,322.0,0.0,0.0,394.0,452.0
2023-01-11 18:00:00+00:00,121.0,275.0,0.0,0.0,362.0,395.75
2023-01-11 19:00:00+00:00,154.0,187.0,0.0,0.0,267.0,292.25
2023-01-11 20:00:00+00:00,122.0,227.5,0.0,0.0,202.0,308.5
2023-01-11 21:00:00+00:00,35.0,163.0,0.0,0.0,181.0,217.0
2023-01-11 22:00:00+00:00,13.0,234.5,0.0,0.0,238.0,297.25
2023-01-11 23:00:00+00:00,40.0,167.5,0.0,0.0,202.0,228.0
2023-01-12 00:00:00+00:00,41.0,138.5,0.0,0.0,190.0,196.25
2023-01-12 01:00:00+00:00,68.0,106.5,0.0,0.0,163.0,164.25
2023-01-12 02:00:00+00:00,86.0,161.25,0.0,0.0,174.0,226.25
2023-01-12 03:00:00+00:00,121.0,216.0,0.0,0.0,194.0,294.75
2023-01-12 04:00:00+00:00,66.0,344.75,0.0,0.0,319.0,441.0
2023-01-12 05:00:00+00:00,19.0,391.5,0.0,0.0,419.0,501.0
2023-01-12 06:00:00+00:00,1.0,408.0,0.0,134.0,410.0,544.25
2023-01-12 07:00:00+00:00,35.0,503.0,0.0,230.0,475.0,688.0
2023-01-12 08:00:00+00:00,143.0,501.0,0.0,253.0,435.0,708.75
2023-01-12 09:00:00+00:00,350.0,496.25,0.0,244.0,318.0,724.25
2023-01-12 10:00:00+00:00,415.0,433.25,0.0,287.0,289.0,681.0
2023-01-12 11:00:00+00:00,351.0,452.0,0.0,274.0,304.0,684.25
2023-01-12 12:00:00+00:00,335.0,417.5,0.0,192.0,284.0,620.25
2023-01-12 13:00:00+00:00,258.0,334.5,0.0,118.0,300.0,503.5
2023-01-12 14:00:00+00:00,200.0,394.75,0.0,150.0,353.0,570.5
2023-01-12 15:00:00+00:00,275.0,424.25,0.0,263.0,403.0,659.5
2023-01-12 16:00:00+00:00,179.0,465.25,0.0,289.0,460.0,697.25
2023-01-12 17:00:00+00:00,150.0,398.0,0.0,226.0,443.0,602.75
2023-01-12 18:00:00+00:00,110.0,382.0,0.0,149.0,447.0,558.5
2023-01-12 19:00:00+00:00,63.0,332.75,0.0,31.0,413.0,459.5
2023-01-12 20:00:00+00:00,2.0,329.75,0.0,0.0,452.0,443.25
2023-01-12 21:00:00+00:00,14.0,276.25,0.0,0.0,406.0,381.25
2023-01-12 22:00:00+00:00,8.0,309.0,0.0,0.0,430.0,418.5
2023-01-12 23:00:00+00:00,0.0,297.75,0.0,0.0,482.0,418.25
2023-01-13 00:00:00+00:00,0.0,280.0,0.0,0.0,452.0,393.0
2023-01-13 01:00:00+00:00,9.0,339.75,0.0,0.0,471.0,459.75
2023-01-13 02:00:00+00:00,8.0,403.75,0.0,0.0,523.0,536.5
2023-01-13 03:00:00+00:00,15.0,413.75,0.0,0.0,550.0,555.0
2023-01-13 04:00:00+00:00,130.0,507.25,0.0,0.0,607.0,691.5
2023-01-13 05:00:00+00:00,106.0,573.75,0.0,133.0,571.0,776.25
2023-01-13 06:00:00+00:00,199.0,555.75,0.0,352.0,513.0,821.75
2023-01-13 07:00:00+00:00,323.0,601.25,0.0,402.0,544.0,918.5
2023-01-13 08:00:00+00:00,450.0,559.75,0.0,359.0,480.0,882.0
2023-01-13 09:00:00+00:00,520.0,521.5,0.0,249.0,448.0,825.75
2023-01-13 10:00:00+00:00,544.0,491.75,0.0,220.0,435.0,791.5
2023-01-13 11:00:00+00:00,602.0,514.5,0.0,269.0,429.0,839.5
2023-01-13 12:00:00+00:00,426.0,521.5,0.0,248.0,463.0,805.75
2023-01-13 13:00:00+00:00,284.0,522.0,0.0,193.0,468.0,758.25
2023-01-13 14:00:00+00:00,213.0,500.5,0.0,287.0,464.0,741.5
2023-01-13 15:00:00+00:00,390.0,509.5,0.0,411.0,470.0,827.25
2023-01-13 16:00:00+00:00,331.0,531.5,0.0,330.0,502.0,822.25
2023-01-13 17:00:00+00:00,290.0,499.25,0.0,238.0,506.0,757.75
2023-01-13 18:00:00+00:00,231.0,434.5,0.0,260.0,490.0,679.75
2023-01-13 19:00:00+00:00,125.0,395.25,0.0,159.0,467.0,583.0
2023-01-13 20:00:00+00:00,27.0,317.25,0.0,0.0,435.0,432.75
2023-01-13 21:00:00+00:00,0.0,331.0,0.0,0.0,477.0,450.25
2023-01-13 22:00:00+00:00,0.0,323.25,0.0,0.0,531.0,456.0
2023-01-13 23:00:00+00:00,0.0,277.25,0.0,0.0,516.0,406.25
2023-01-14 00:00:00+00:00,0.0,300.75,0.0,0.0,513.0,429.0
2023-01-14 01:00:00+00:00,0.0,327.25,0.0,0.0,507.0,454.0
2023-01-14 02:00:00+00:00,0.0,353.0,0.0,0.0,519.0,482.75
2023-01-14 03:00:00+00:00,0.0,357.75,0.0,0.0,507.0,484.5
2023-01-14 04:00:00+00:00,0.0,387.5,0.0,0.0,527.0,519.25
2023-01-14 05:00:00+00:00,0.0,425.5,0.0,0.0,552.0,563.5
2023-01-14 06:00:00+00:00,1.0,411.25,0.0,0.0,508.0,538.5
2023-01-14 07:00:00+00:00,34.0,392.75,0.0,0.0,494.0,524.75
2023-01-14 08:00:00+00:00,38.0,462.75,0.0,0.0,512.0,600.25
2023-01-14 09:00:00+00:00,46.0,486.25,0.0,32.0,485.0,627.0
2023-01-14 10:00:00+00:00,45.0,458.0,0.0,54.0,446.0,594.25
2023-01-14 11:00:00+00:00,13.0,451.5,0.0,54.0,423.0,574.0
2023-01-14 12:00:00+00:00,0.0,438.75,85.0,34.0,400.0,568.5
2023-01-14 13:00:00+00:00,14.0,451.0,0.0,12.0,403.0,558.25
2023-01-14 14:00:00+00:00,6.0,410.75,75.0,2.0,358.0,521.0
2023-01-14 15:00:00+00:00,150.0,393.25,9.0,174.0,336.0,560.5
2023-01-14 16:00:00+00:00,45.0,399.5,2.0,120.0,383.0,537.0
2023-01-14 17:00:00+00:00,23.0,401.25,0.0,106.0,393.0,531.75
2023-01-14 18:00:00+00:00,38.0,299.75,0.0,41.0,301.0,394.75
2023-01-14 19:00:00+00:00,3.0,286.25,46.0,0.0,350.0,386.0
2023-01-14 20:00:00+00:00,0.0,293.0,0.0,0.0,334.0,376.5
2023-01-14 21:00:00+00:00,0.0,344.5,8.0,0.0,333.0,429.75
2023-01-14 22:00:00+00:00,0.0,332.5,8.0,0.0,442.0,445.0
2023-01-14 23:00:00+00:00,0.0,371.25,0.0,0.0,577.0,515.5
2023-01-15 00:00:00+00:00,0.0,315.0,0.0,0.0,502.0,440.5
2023-01-15 01:00:00+00:00,0.0,316.75,0.0,0.0,468.0,433.75
2023-01-15 02:00:00+00:00,0.0,397.75,0.0,0.0,513.0,526.0
2023-01-15 03:00:00+00:00,0.0,403.5,0.0,0.0,520.0,533.5
