,PT,FR,sum
2024-01-04 15:00:00+00:00,1802.0,2012.0,2462.5
2024-01-04 16:00:00+00:00,1816.0,2818.0,3272.0
2024-01-04 17:00:00+00:00,1484.0,3244.0,3615.0
2024-01-04 18:00:00+00:00,1344.0,3137.75,3473.75
2024-01-04 19:00:00+00:00,1003.0,3252.75,3503.5
2024-01-04 20:00:00+00:00,1203.0,3194.75,3495.5
2024-01-04 21:00:00+00:00,862.0,3129.5,3345.0
2024-01-04 22:00:00+00:00,177.0,3164.25,3208.5
2024-01-04 23:00:00+00:00,0.0,2642.25,2642.25
2024-01-05 00:00:00+00:00,0.0,1706.75,1706.75
2024-01-05 01:00:00+00:00,0.0,940.75,940.75
2024-01-05 02:00:00+00:00,0.0,927.25,927.25
2024-01-05 03:00:00+00:00,0.0,1276.75,1276.75
2024-01-05 04:00:00+00:00,0.0,258.25,258.25
2024-01-05 05:00:00+00:00,28.0,0.0,7.0
2024-01-05 06:00:00+00:00,1653.0,0.0,413.25
2024-01-05 07:00:00+00:00,2544.0,0.0,636.0
2024-01-05 08:00:00+00:00,1989.0,0.0,497.25
2024-01-05 09:00:00+00:00,400.0,0.0,100.0
2024-01-05 10:00:00+00:00,0.0,0.0,0.0
2024-01-05 11:00:00+00:00,0.0,0.0,0.0
2024-01-05 12:00:00+00:00,0.0,0.0,0.0
2024-01-05 13:00:00+00:00,0.0,0.0,0.0
2024-01-05 14:00:00+00:00,0.0,0.0,0.0
2024-01-05 15:00:00+00:00,0.0,0.0,0.0
2024-01-05 16:00:00+00:00,0.0,0.0,0.0
2024-01-05 17:00:00+00:00,0.0,0.0,0.0
2024-01-05 18:00:00+00:00,0.0,0.0,0.0
2024-01-05 19:00:00+00:00,0.0,0.0,0.0
2024-01-05 20:00:00+00:00,0.0,0.0,0.0
2024-01-05 21:00:00+00:00,0.0,0.0,0.0
2024-01-05 22:00:00+00:00,0.0,0.0,0.0
2024-01-05 23:00:00+00:00,0.0,0.0,0.0
2024-01-06 00:00:00+00:00,0.0,0.0,0.0
2024-01-06 01:00:00+00:00,0.0,0.0,0.0
2024-01-06 02:00:00+00:00,0.0,0.0,0.0
2024-01-06 03:00:00+00:00,0.0,0.0,0.0
2024-01-06 04:00:00+00:00,0.0,0.0,0.0
2024-01-06 05:00:00+00:00,0.0,0.0,0.0
2024-01-06 06:00:00+00:00,0.0,0.0,0.0
2024-01-06 07:00:00+00:00,0.0,0.0,0.0
2024-01-06 08:00:00+00:00,0.0,0.0,0.0
2024-01-06 09:00:00+00:00,0.0,0.0,0.0
2024-01-06 10:00:00+00:00,0.0,0.0,0.0
2024-01-06 11:00:00+00:00,0.0,0.0,0.0
2024-01-06 12:00:00+00:00,0.0,0.0,0.0
2024-01-06 13:00:00+00:00,0.0,0.0,0.0
2024-01-06 14:00:00+00:00,0.0,0.0,0.0
2024-01-06 15:00:00+00:00,0.0,0.0,0.0
2024-01-06 16:00:00+00:00,0.0,0.0,0.0
2024-01-06 17:00:00+00:00,0.0,0.0,0.0
2024-01-06 18:00:00+00:00,0.0,0.0,0.0
2024-01-06 19:00:00+00:00,0.0,0.0,0.0
2024-01-06 20:00:00+00:00,0.0,0.0,0.0
2024-01-06 21:00:00+00:00,0.0,0.0,0.0
2024-01-06 22:00:00+00:00,0.0,0.0,0.0
2024-01-06 23:00:00+00:00,0.0,0.0,0.0
2024-01-07 00:00:00+00:00,0.0,0.0,0.0
2024-01-07 01:00:00+00:00,0.0,0.0,0.0
2024-01-07 02:00:00+00:00,0.0,0.0,0.0
2024-01-07 03:00:00+00:00,0.0,0.0,0.0
2024-01-07 04:00:00+00:00,0.0,0.0,0.0
2024-01-07 05:00:00+00:00,0.0,0.0,0.0
2024-01-07 06:00:00+00:00,0.0,0.0,0.0
2024-01-07 07:00:00+00:00,0.0,0.0,0.0
2024-01-07 08:00:00+00:00,0.0,0.0,0.0
2024-01-07 09:00:00+00:00,0.0,0.0,0.0
2024-01-07 10:00:00+00:00,0.0,0.0,0.0
2024-01-07 11:00:00+00:00,0.0,0.0,0.0
2024-01-07 12:00:00+00:00,0.0,0.0,0.0
2024-01-07 13:00:00+00:00,0.0,0.0,0.0
2024-01-07 14:00:00+00:00,0.0,0.0,0.0
2024-01-07 15:00:00+00:00,0.0,0.0,0.0
2024-01-07 16:00:00+00:00,0.0,0.0,0.0
2024-01-07 17:00:00+00:00,32.0,0.0,8.0
2024-01-07 18:00:00+00:00,0.0,0.0,0.0
2024-01-07 19:00:00+00:00,0.0,972.5,972.5
2024-01-07 20:00:00+00:00,0.0,2421.0,2421.0
2024-01-07 21:00:00+00:00,0.0,2202.5,2202.5
2024-01-07 22:00:00+00:00,0.0,1014.75,1014.75
2024-01-07 23:00:00+00:00,0.0,770.25,770.25
2024-01-08 00:00:00+00:00,0.0,407.0,407.0
2024-01-08 01:00:00+00:00,0.0,329.0,329.0
2024-01-08 02:00:00+00:00,0.0,392.75,392.75
2024-01-08 03:00:00+00:00,0.0,230.0,230.0
2024-01-08 04:00:00+00:00,0.0,240.0,240.0
2024-01-08 05:00:00+00:00,0.0,75.75,75.75
2024-01-08 06:00:00+00:00,0.0,0.0,0.0
2024-01-08 07:00:00+00:00,292.0,0.0,73.0
2024-01-08 08:00:00+00:00,95.0,0.0,23.75
2024-01-08 09:00:00+00:00,0.0,0.0,0.0
2024-01-08 10:00:00+00:00,0.0,0.0,0.0
2024-01-08 11:00:00+00:00,0.0,0.0,0.0
2024-01-08 12:00:00+00:00,0.0,0.0,0.0
2024-01-08 13:00:00+00:00,0.0,0.0,0.0
2024-01-08 14:00:00+00:00,0.0,0.0,0.0
2024-01-08 15:00:00+00:00,0.0,0.0,0.0
2024-01-08 16:00:00+00:00,0.0,0.0,0.0
2024-01-08 17:00:00+00:00,774.0,545.0,738.5
2024-01-08 18:00:00+00:00,948.0,1279.0,1516.0
2024-01-08 19:00:00+00:00,1269.0,1753.0,2070.25
2024-01-08 20:00:00+00:00,1385.0,1753.75,2100.0
2024-01-08 21:00:00+00:00,358.0,1630.0,1719.5
2024-01-08 22:00:00+00:00,0.0,1356.25,1356.25
2024-01-08 23:00:00+00:00,0.0,1779.5,1779.5
2024-01-09 00:00:00+00:00,0.0,1856.0,1856.0
2024-01-09 01:00:00+00:00,0.0,1749.5,1749.5
2024-01-09 02:00:00+00:00,0.0,1932.0,1932.0
2024-01-09 03:00:00+00:00,0.0,1932.5,1932.5
2024-01-09 04:00:00+00:00,0.0,2031.0,2031.0
2024-01-09 05:00:00+00:00,685.0,1308.0,1479.25
2024-01-09 06:00:00+00:00,1477.0,212.75,582.0
2024-01-09 07:00:00+00:00,1962.0,0.0,490.5
2024-01-09 08:00:00+00:00,1284.0,140.0,461.0
2024-01-09 09:00:00+00:00,232.0,62.0,120.0
2024-01-09 10:00:00+00:00,0.0,51.5,51.5
2024-01-09 11:00:00+00:00,0.0,268.5,268.5
2024-01-09 12:00:00+00:00,0.0,897.0,897.0
2024-01-09 13:00:00+00:00,0.0,368.5,368.5
2024-01-09 14:00:00+00:00,0.0,0.0,0.0
2024-01-09 15:00:00+00:00,0.0,0.0,0.0
2024-01-09 16:00:00+00:00,230.0,0.0,57.5
2024-01-09 17:00:00+00:00,312.0,0.0,78.0
2024-01-09 18:00:00+00:00,166.0,0.0,41.5
2024-01-09 19:00:00+00:00,215.0,1051.75,1105.5
2024-01-09 20:00:00+00:00,131.0,1748.25,1781.0
2024-01-09 21:00:00+00:00,3.0,1154.25,1155.0
2024-01-09 22:00:00+00:00,0.0,398.75,398.75
2024-01-09 23:00:00+00:00,0.0,885.5,885.5
2024-01-10 00:00:00+00:00,250.0,496.5,559.0
2024-01-10 01:00:00+00:00,315.0,52.5,131.25
2024-01-10 02:00:00+00:00,211.0,60.0,112.75
2024-01-10 03:00:00+00:00,345.0,370.5,456.75
2024-01-10 04:00:00+00:00,1018.0,79.25,333.75
2024-01-10 05:00:00+00:00,1881.0,0.0,470.25
2024-01-10 06:00:00+00:00,2682.0,0.0,670.5
2024-01-10 07:00:00+00:00,3062.0,0.0,765.5
2024-01-10 08:00:00+00:00,2793.0,0.0,698.25
2024-01-10 09:00:00+00:00,2107.0,0.0,526.75
2024-01-10 10:00:00+00:00,1266.0,0.0,316.5
2024-01-10 11:00:00+00:00,978.0,0.0,244.5
2024-01-10 12:00:00+00:00,648.0,0.0,162.0
2024-01-10 13:00:00+00:00,532.0,0.0,133.0
2024-01-10 14:00:00+00:00,464.0,0.0,116.0
2024-01-10 15:00:00+00:00,782.0,0.0,195.5
2024-01-10 16:00:00+00:00,1252.0,0.0,313.0
2024-01-10 17:00:00+00:00,1903.0,0.0,475.75
2024-01-10 18:00:00+00:00,1832.0,0.0,458.0
2024-01-10 19:00:00+00:00,1739.0,0.0,434.75
2024-01-10 20:00:00+00:00,1175.0,0.0,293.75
2024-01-10 21:00:00+00:00,1062.0,0.0,265.5
2024-01-10 22:00:00+00:00,259.0,0.0,64.75
2024-01-10 23:00:00+00:00,0.0,0.0,0.0
2024-01-11 00:00:00+00:00,0.0,0.0,0.0
2024-01-11 01:00:00+00:00,0.0,0.0,0.0
2024-01-11 02:00:00+00:00,0.0,0.0,0.0
2024-01-11 03:00:00+00:00,0.0,0.0,0.0
2024-01-11 04:00:00+00:00,0.0,0.0,0.0
2024-01-11 05:00:00+00:00,0.0,0.0,0.0
2024-01-11 06:00:00+00:00,939.0,0.0,234.75
2024-01-11 07:00:00+00:00,1852.0,0.0,463.0
2024-01-11 08:00:00+00:00,1501.0,0.0,375.25
2024-01-11 09:00:00+00:00,301.0,0.0,75.25
2024-01-11 10:00:00+00:00,0.0,0.0,0.0
2024-01-11 11:00:00+00:00,0.0,0.0,0.0
2024-01-11 12:00:00+00:00,0.0,0.0,0.0
2024-01-11 13:00:00+00:00,0.0,0.0,0.0
2024-01-11 14:00:00+00:00,0.0,0.0,0.0
2024-01-11 15:00:00+00:00,0.0,0.0,0.0
2024-01-11 16:00:00+00:00,303.0,0.0,75.75
2024-01-11 17:00:00+00:00,848.0,0.0,212.0
2024-01-11 18:00:00+00:00,879.0,0.0,219.75
2024-01-11 19:00:00+00:00,658.0,323.5,488.0
2024-01-11 20:00:00+00:00,530.0,639.0,771.5
2024-01-11 21:00:00+00:00,1215.0,68.25,372.0
2024-01-11 22:00:00+00:00,1302.0,0.0,325.5
2024-01-11 23:00:00+00:00,835.0,237.25,446.0
2024-01-12 00:00:00+00:00,599.0,68.0,217.75
2024-01-12 01:00:00+00:00,343.0,0.0,85.75
2024-01-12 02:00:00+00:00,388.0,0.0,97.0
2024-01-12 03:00:00+00:00,467.0,0.0,116.75
2024-01-12 04:00:00+00:00,572.0,0.0,143.0
2024-01-12 05:00:00+00:00,1108.0,0.0,277.0
2024-01-12 06:00:00+00:00,2403.0,0.0,600.75
2024-01-12 07:00:00+00:00,2779.0,0.0,694.75
2024-01-12 08:00:00+00:00,2562.0,0.0,640.5
2024-01-12 09:00:00+00:00,2397.0,0.0,599.25
2024-01-12 10:00:00+00:00,1103.0,0.0,275.75
2024-01-12 11:00:00+00:00,330.0,0.0,82.5
2024-01-12 12:00:00+00:00,134.0,0.0,33.5
2024-01-12 13:00:00+00:00,150.0,0.0,37.5
2024-01-12 14:00:00+00:00,374.0,0.0,93.5
2024-01-12 15:00:00+00:00,1253.0,0.0,313.25
2024-01-12 16:00:00+00:00,2555.0,0.0,638.75
2024-01-12 17:00:00+00:00,2985.0,0.0,746.25
2024-01-12 18:00:00+00:00,2950.0,0.0,737.5
2024-01-12 19:00:00+00:00,2385.0,0.0,596.25
2024-01-12 20:00:00+00:00,1862.0,300.25,765.75
2024-01-12 21:00:00+00:00,2893.0,62.5,785.75
2024-01-12 22:00:00+00:00,3131.0,0.0,782.75
2024-01-12 23:00:00+00:00,2292.0,0.0,573.0
2024-01-13 00:00:00+00:00,2372.0,0.0,593.0
2024-01-13 01:00:00+00:00,2261.0,0.0,565.25
2024-01-13 02:00:00+00:00,1821.0,0.0,455.25
2024-01-13 03:00:00+00:00,1671.0,0.0,417.75
2024-01-13 04:00:00+00:00,1592.0,0.0,398.0
2024-01-13 05:00:00+00:00,1838.0,0.0,459.5
2024-01-13 06:00:00+00:00,2825.0,0.0,706.25
2024-01-13 07:00:00+00:00,3158.0,0.0,789.5
2024-01-13 08:00:00+00:00,2935.0,0.0,733.75
2024-01-13 09:00:00+00:00,2124.0,0.0,531.0
2024-01-13 10:00:00+00:00,1709.0,0.0,427.25
2024-01-13 11:00:00+00:00,686.0,0.0,171.5
2024-01-13 12:00:00+00:00,210.0,0.0,52.5
2024-01-13 13:00:00+00:00,1015.0,0.0,253.75
2024-01-13 14:00:00+00:00,1158.0,0.0,289.5
2024-01-13 15:00:00+00:00,1694.0,0.0,423.5
2024-01-13 16:00:00+00:00,2428.0,0.0,607.0
2024-01-13 17:00:00+00:00,2429.0,0.0,607.25
2024-01-13 18:00:00+00:00,2151.0,0.0,537.75
2024-01-13 19:00:00+00:00,1750.0,0.0,437.5
2024-01-13 20:00:00+00:00,1487.0,169.25,541.0
2024-01-13 21:00:00+00:00,1489.0,73.25,445.5
2024-01-13 22:00:00+00:00,1541.0,0.0,385.25
2024-01-13 23:00:00+00:00,1223.0,0.0,305.75
2024-01-14 00:00:00+00:00,794.0,0.0,198.5
2024-01-14 01:00:00+00:00,165.0,0.0,41.25
2024-01-14 02:00:00+00:00,0.0,0.0,0.0
2024-01-14 03:00:00+00:00,0.0,0.0,0.0
2024-01-14 04:00:00+00:00,0.0,0.0,0.0
2024-01-14 05:00:00+00:00,0.0,0.0,0.0
2024-01-14 06:00:00+00:00,33.0,0.0,8.25
2024-01-14 07:00:00+00:00,211.0,0.0,52.75
2024-01-14 08:00:00+00:00,392.0,0.0,98.0
2024-01-14 09:00:00+00:00,67.0,0.0,16.75
2024-01-14 10:00:00+00:00,0.0,0.0,0.0
2024-01-14 11:00:00+00:00,0.0,0.0,0.0
2024-01-14 12:00:00+00:00,0.0,0.0,0.0
2024-01-14 13:00:00+00:00,0.0,0.0,0.0
2024-01-14 14:00:00+00:00,0.0,0.0,0.0
2024-01-14 15:00:00+00:00,0.0,0.0,0.0
2024-01-14 16:00:00+00:00,0.0,0.0,0.0
2024-01-14 17:00:00+00:00,240.0,0.0,60.0
2024-01-14 18:00:00+00:00,473.0,0.0,118.25
2024-01-14 19:00:00+00:00,286.0,0.0,71.5
2024-01-14 20:00:00+00:00,171.0,174.25,217.0
2024-01-14 21:00:00+00:00,347.0,75.0,161.75
2024-01-14 22:00:00+00:00,83.0,0.0,20.75
2024-01-14 23:00:00+00:00,0.0,0.0,0.0
2024-01-15 00:00:00+00:00,0.0,0.0,0.0
2024-01-15 01:00:00+00:00,0.0,0.0,0.0
2024-01-15 02:00:00+00:00,0.0,0.0,0.0
2024-01-15 03:00:00+00:00,0.0,0.0,0.0
2024-01-15 04:00:00+00:00,448.0,0.0,112.0
2024-01-15 05:00:00+00:00,1141.0,0.0,285.25
2024-01-15 06:00:00+00:00,2258.0,0.0,564.5
2024-01-15 07:00:00+00:00,2975.0,0.0,743.75
2024-01-15 08:00:00+00:00,2982.0,7.0,752.5
2024-01-15 09:00:00+00:00,2097.0,509.5,1033.75
2024-01-15 10:00:00+00:00,1152.0,723.5,1011.5
2024-01-15 11:00:00+00:00,294.0,1797.5,1871.0
2024-01-15 12:00:00+00:00,6.0,2118.75,2120.25
2024-01-15 13:00:00+00:00,105.0,1403.0,1429.25
2024-01-15 14:00:00+00:00,571.0,262.25,405.0
2024-01-15 15:00:00+00:00,755.0,0.0,188.75
2024-01-15 16:00:00+00:00,1010.0,0.0,252.5
2024-01-15 17:00:00+00:00,1189.0,0.0,297.25
2024-01-15 18:00:00+00:00,764.0,0.0,191.0
2024-01-15 19:00:00+00:00,357.0,516.25,605.5
2024-01-15 20:00:00+00:00,76.0,895.0,914.0
2024-01-15 21:00:00+00:00,26.0,167.75,174.25
2024-01-15 22:00:00+00:00,110.0,0.0,27.5
2024-01-15 23:00:00+00:00,549.0,0.0,137.25
2024-01-16 00:00:00+00:00,486.0,0.0,121.5
2024-01-16 01:00:00+00:00,552.0,0.0,138.0
2024-01-16 02:00:00+00:00,842.0,0.0,210.5
2024-01-16 03:00:00+00:00,1275.0,0.0,318.75
2024-01-16 04:00:00+00:00,1777.0,0.0,444.25
2024-01-16 05:00:00+00:00,2818.0,0.0,704.5
2024-01-16 06:00:00+00:00,3385.0,0.0,846.25
2024-01-16 07:00:00+00:00,3482.0,0.0,870.5
2024-01-16 08:00:00+00:00,3495.0,0.0,873.75
2024-01-16 09:00:00+00:00,3387.0,0.0,846.75
2024-01-16 10:00:00+00:00,3014.0,0.0,753.5
2024-01-16 11:00:00+00:00,2756.0,0.0,689.0
2024-01-16 12:00:00+00:00,1898.0,0.0,474.5
2024-01-16 13:00:00+00:00,1893.0,0.0,473.25
2024-01-16 14:00:00+00:00,1964.0,0.0,491.0
2024-01-16 15:00:00+00:00,1820.0,0.0,455.0
2024-01-16 16:00:00+00:00,2380.0,0.0,595.0
2024-01-16 17:00:00+00:00,2901.0,0.0,725.25
2024-01-16 18:00:00+00:00,3237.0,0.0,809.25
2024-01-16 19:00:00+00:00,2802.0,0.0,700.5
2024-01-16 20:00:00+00:00,2141.0,0.0,535.25
2024-01-16 21:00:00+00:00,832.0,0.0,208.0
2024-01-16 22:00:00+00:00,97.0,0.0,24.25
2024-01-16 23:00:00+00:00,988.0,0.0,247.0
2024-01-17 00:00:00+00:00,1520.0,0.0,380.0
2024-01-17 01:00:00+00:00,1331.0,0.0,332.75
2024-01-17 02:00:00+00:00,1000.0,0.0,250.0
2024-01-17 03:00:00+00:00,885.0,0.0,221.25
2024-01-17 04:00:00+00:00,1039.0,0.0,259.75
2024-01-17 05:00:00+00:00,1707.0,0.0,426.75
2024-01-17 06:00:00+00:00,2934.0,0.0,733.5
2024-01-17 07:00:00+00:00,3250.0,0.0,812.5
2024-01-17 08:00:00+00:00,2367.0,0.0,591.75
2024-01-17 09:00:00+00:00,1433.0,0.0,358.25
2024-01-17 10:00:00+00:00,1007.0,0.0,251.75
2024-01-17 11:00:00+00:00,335.0,0.0,83.75
2024-01-17 12:00:00+00:00,56.0,0.0,14.0
2024-01-17 13:00:00+00:00,7.0,0.0,1.75
2024-01-17 14:00:00+00:00,1.0,0.0,0.25
2024-01-17 15:00:00+00:00,10.0,0.0,2.5
2024-01-17 16:00:00+00:00,398.0,0.0,99.5
2024-01-17 17:00:00+00:00,895.0,0.0,223.75
2024-01-17 18:00:00+00:00,1426.0,0.0,356.5
2024-01-17 19:00:00+00:00,1608.0,0.0,402.0
2024-01-17 20:00:00+00:00,1348.0,0.0,337.0
2024-01-17 21:00:00+00:00,710.0,0.0,177.5
2024-01-17 22:00:00+00:00,442.0,0.0,110.5
2024-01-17 23:00:00+00:00,92.0,0.0,23.0
2024-01-18 00:00:00+00:00,253.0,0.0,63.25
2024-01-18 01:00:00+00:00,726.0,0.0,181.5
2024-01-18 02:00:00+00:00,921.0,0.0,230.25
2024-01-18 03:00:00+00:00,1039.0,0.0,259.75
2024-01-18 04:00:00+00:00,745.0,0.0,186.25
2024-01-18 05:00:00+00:00,536.0,0.0,134.0
2024-01-18 06:00:00+00:00,2350.0,0.0,587.5
2024-01-18 07:00:00+00:00,2937.0,0.0,734.25
2024-01-18 08:00:00+00:00,2351.0,0.0,587.75
2024-01-18 09:00:00+00:00,1248.0,0.0,312.0
2024-01-18 10:00:00+00:00,634.0,0.0,158.5
2024-01-18 11:00:00+00:00,209.0,0.0,52.25
2024-01-18 12:00:00+00:00,0.0,0.0,0.0
2024-01-18 13:00:00+00:00,0.0,0.0,0.0
2024-01-18 14:00:00+00:00,0.0,0.0,0.0
2024-01-18 15:00:00+00:00,0.0,0.0,0.0
2024-01-18 16:00:00+00:00,0.0,0.0,0.0
2024-01-18 17:00:00+00:00,0.0,0.0,0.0
2024-01-18 18:00:00+00:00,0.0,1422.25,1422.25
2024-01-18 19:00:00+00:00,0.0,2633.25,2633.25
2024-01-18 20:00:00+00:00,0.0,2669.0,2669.0
2024-01-18 21:00:00+00:00,0.0,2325.75,2325.75
2024-01-18 22:00:00+00:00,0.0,636.5,636.5
2024-01-18 23:00:00+00:00,0.0,548.25,548.25
2024-01-19 00:00:00+00:00,166.0,157.25,198.75
2024-01-19 01:00:00+00:00,323.0,0.0,80.75
2024-01-19 02:00:00+00:00,913.0,0.0,228.25
2024-01-19 03:00:00+00:00,882.0,0.0,220.5
2024-01-19 04:00:00+00:00,800.0,0.0,200.0
2024-01-19 05:00:00+00:00,1733.0,0.0,433.25
2024-01-19 06:00:00+00:00,2851.0,0.0,712.75
2024-01-19 07:00:00+00:00,3105.0,0.0,776.25
2024-01-19 08:00:00+00:00,2779.0,0.0,694.75
2024-01-19 09:00:00+00:00,2170.0,0.0,542.5
2024-01-19 10:00:00+00:00,1860.0,0.0,465.0
2024-01-19 11:00:00+00:00,1770.0,0.0,442.5
2024-01-19 12:00:00+00:00,1782.0,0.0,445.5
2024-01-19 13:00:00+00:00,1405.0,0.0,351.25
2024-01-19 14:00:00+00:00,1377.0,0.0,344.25
2024-01-19 15:00:00+00:00,1381.0,0.0,345.25
2024-01-19 16:00:00+00:00,1141.0,0.0,285.25
2024-01-19 17:00:00+00:00,1665.0,0.0,416.25
2024-01-19 18:00:00+00:00,1562.0,0.0,390.5
2024-01-19 19:00:00+00:00,1062.0,237.5,503.0
2024-01-19 20:00:00+00:00,795.0,174.75,373.5
2024-01-19 21:00:00+00:00,617.0,32.5,186.75
2024-01-19 22:00:00+00:00,120.0,0.0,30.0
2024-01-19 23:00:00+00:00,0.0,0.0,0.0
2024-01-20 00:00:00+00:00,0.0,0.0,0.0
2024-01-20 01:00:00+00:00,0.0,0.0,0.0
2024-01-20 02:00:00+00:00,0.0,0.0,0.0
2024-01-20 03:00:00+00:00,326.0,0.0,81.5
2024-01-20 04:00:00+00:00,746.0,0.0,186.5
2024-01-20 05:00:00+00:00,1283.0,0.0,320.75
2024-01-20 06:00:00+00:00,1490.0,0.0,372.5
2024-01-20 07:00:00+00:00,2022.0,875.5,1381.0
2024-01-20 08:00:00+00:00,2193.0,1098.25,1646.5
2024-01-20 09:00:00+00:00,2047.0,198.0,709.75
2024-01-20 10:00:00+00:00,1214.0,0.0,303.5
2024-01-20 11:00:00+00:00,397.0,24.75,124.0
2024-01-20 12:00:00+00:00,37.0,585.5,594.75
