,CZ,DE,HU,IT,SI,CH,sum
2023-01-01 00:00:00+00:00,2391.0,2603.25,0.0,0.0,0.0,0.0,3201.0
2023-01-01 01:00:00+00:00,2396.0,2392.5,0.0,0.0,1.25,0.0,2992.75
2023-01-01 02:00:00+00:00,2318.0,2298.25,0.0,0.0,26.25,0.0,2904.0
2023-01-01 03:00:00+00:00,2340.0,2357.75,0.25,0.0,65.75,0.0,3008.75
2023-01-01 04:00:00+00:00,2370.0,2340.25,15.0,0.0,57.25,0.0,3005.0
2023-01-01 05:00:00+00:00,2402.0,2267.75,1.0,0.0,16.75,0.0,2886.0
2023-01-01 06:00:00+00:00,2438.0,2330.75,41.0,0.0,32.25,0.0,3013.5
2023-01-01 07:00:00+00:00,2242.0,2017.5,276.5,0.0,79.0,0.0,2933.5
2023-01-01 08:00:00+00:00,2114.0,2302.75,228.5,0.0,62.5,0.0,3122.25
2023-01-01 09:00:00+00:00,2008.0,2529.25,121.75,0.0,28.0,0.0,3181.0
2023-01-01 10:00:00+00:00,1978.0,2215.0,216.5,0.0,34.25,0.0,2960.25
2023-01-01 11:00:00+00:00,1935.0,1946.5,136.0,0.0,27.25,0.0,2593.5
2023-01-01 12:00:00+00:00,1856.0,1772.75,39.25,0.0,6.5,0.0,2282.5
2023-01-01 13:00:00+00:00,1935.0,1842.25,0.0,0.0,0.0,7.0,2327.75
2023-01-01 14:00:00+00:00,1981.0,1989.0,0.0,0.0,0.0,325.0,2565.5
2023-01-01 15:00:00+00:00,1999.0,1777.5,0.0,0.0,0.0,551.0,2415.0
2023-01-01 16:00:00+00:00,1899.0,1285.25,0.0,0.0,0.0,808.0,1962.0
2023-01-01 17:00:00+00:00,1910.0,1228.75,0.0,0.0,0.0,883.0,1927.0
2023-01-01 18:00:00+00:00,1860.0,985.0,0.0,0.0,0.0,675.0,1618.75
2023-01-01 19:00:00+00:00,1838.0,1291.5,0.0,0.0,0.0,611.0,1903.75
2023-01-01 20:00:00+00:00,1665.0,1477.75,0.0,0.0,0.0,613.0,2047.25
2023-01-01 21:00:00+00:00,1687.0,1300.25,0.0,0.0,0.0,533.0,1855.25
2023-01-01 22:00:00+00:00,1708.0,1242.0,0.0,0.0,0.0,572.0,1812.0
2023-01-01 23:00:00+00:00,1928.0,1294.5,0.0,0.0,0.5,547.0,1913.75
2023-01-02 00:00:00+00:00,1899.0,1462.5,0.25,0.0,52.25,600.0,2139.75
2023-01-02 01:00:00+00:00,1918.0,1575.0,90.5,0.0,125.25,373.0,2363.5
2023-01-02 02:00:00+00:00,1933.0,1532.0,155.5,0.0,152.0,363.0,2413.5
2023-01-02 03:00:00+00:00,1827.0,1820.5,0.75,0.0,69.0,376.0,2441.0
2023-01-02 04:00:00+00:00,1904.0,1367.0,1.0,0.0,16.0,430.0,1967.5
2023-01-02 05:00:00+00:00,1909.0,1349.75,0.0,0.0,0.0,702.0,2002.5
2023-01-02 06:00:00+00:00,1922.0,1382.0,0.0,0.0,8.0,700.0,2045.5
2023-01-02 07:00:00+00:00,1970.0,1243.0,0.0,0.0,0.0,683.0,1906.25
2023-01-02 08:00:00+00:00,1870.0,1556.75,0.0,0.0,0.0,325.0,2105.5
2023-01-02 09:00:00+00:00,1843.0,1974.75,0.0,0.0,0.0,0.0,2435.5
2023-01-02 10:00:00+00:00,1771.0,2198.75,0.0,0.0,0.0,0.0,2641.5
2023-01-02 11:00:00+00:00,1738.0,1880.25,0.0,0.0,0.0,0.0,2314.75
2023-01-02 12:00:00+00:00,1683.0,1552.75,0.0,0.0,0.0,0.0,1973.5
2023-01-02 13:00:00+00:00,1890.0,1563.0,0.0,0.0,0.0,0.0,2035.5
2023-01-02 14:00:00+00:00,1957.0,1309.75,0.0,0.0,0.0,292.0,1872.0
2023-01-02 15:00:00+00:00,2124.0,1030.75,0.0,0.0,0.0,213.0,1615.0
2023-01-02 16:00:00+00:00,2143.0,792.0,0.0,0.0,0.0,312.0,1405.75
2023-01-02 17:00:00+00:00,2120.0,879.25,0.0,0.0,0.0,0.0,1409.25
2023-01-02 18:00:00+00:00,2010.0,1164.5,0.0,0.0,0.0,0.0,1667.0
2023-01-02 19:00:00+00:00,1998.0,1252.75,0.0,0.0,0.0,0.0,1752.25
2023-01-02 20:00:00+00:00,2122.0,1324.0,0.0,0.0,0.0,0.0,1854.5
2023-01-02 21:00:00+00:00,2184.0,1266.0,0.0,0.0,0.0,0.0,1812.0
2023-01-02 22:00:00+00:00,2326.0,1420.0,0.0,0.0,0.0,0.0,2001.5
2023-01-02 23:00:00+00:00,2396.0,1602.5,0.5,0.0,0.0,0.0,2202.0
2023-01-03 00:00:00+00:00,2269.0,1448.5,51.0,0.0,0.5,0.0,2067.25
2023-01-03 01:00:00+00:00,2042.0,1140.25,179.5,0.0,20.5,0.0,1850.75
2023-01-03 02:00:00+00:00,1958.0,1210.75,127.0,0.0,5.25,0.0,1832.5
2023-01-03 03:00:00+00:00,2032.0,1030.0,16.0,0.0,0.0,0.0,1554.0
2023-01-03 04:00:00+00:00,2255.0,1164.75,0.75,0.0,0.0,0.0,1729.25
2023-01-03 05:00:00+00:00,2150.0,1533.0,0.0,0.0,0.0,0.0,2070.5
2023-01-03 06:00:00+00:00,2027.0,914.5,0.0,0.0,0.0,0.0,1421.25
2023-01-03 07:00:00+00:00,1727.0,630.25,0.0,0.0,0.0,0.0,1062.0
2023-01-03 08:00:00+00:00,1853.0,909.0,0.0,0.0,0.0,0.0,1372.25
2023-01-03 09:00:00+00:00,1915.0,1005.0,0.0,0.0,0.0,0.0,1483.75
2023-01-03 10:00:00+00:00,2017.0,1467.5,0.0,0.0,0.0,0.0,1971.75
2023-01-03 11:00:00+00:00,1898.0,1383.75,0.0,0.0,0.0,0.0,1858.25
2023-01-03 12:00:00+00:00,1770.0,1424.25,0.0,0.0,0.0,0.0,1866.75
2023-01-03 13:00:00+00:00,1892.0,1539.25,0.0,0.0,0.0,0.0,2012.25
2023-01-03 14:00:00+00:00,1979.0,1228.25,0.0,0.0,0.0,108.0,1750.0
2023-01-03 15:00:00+00:00,2062.0,1338.25,0.0,0.0,0.0,238.0,1913.25
2023-01-03 16:00:00+00:00,2065.0,1444.75,0.0,0.0,0.0,0.0,1961.0
2023-01-03 17:00:00+00:00,2050.0,857.75,0.0,0.0,0.0,0.0,1370.25
2023-01-03 18:00:00+00:00,2018.0,1166.5,0.0,0.0,0.0,0.0,1671.0
2023-01-03 19:00:00+00:00,2080.0,1995.0,0.0,0.0,0.0,0.0,2515.0
2023-01-03 20:00:00+00:00,2147.0,2251.5,0.0,0.0,0.0,0.0,2788.25
2023-01-03 21:00:00+00:00,2281.0,2436.5,0.0,0.0,0.0,0.0,3006.75
2023-01-03 22:00:00+00:00,2238.0,2664.25,0.0,0.0,0.0,0.0,3223.75
2023-01-03 23:00:00+00:00,1976.0,2308.75,0.0,0.0,0.0,0.0,2802.75
2023-01-04 00:00:00+00:00,1844.0,2608.5,0.0,0.0,0.0,0.0,3069.5
2023-01-04 01:00:00+00:00,1721.0,2750.5,0.0,0.0,1.25,0.0,3182.0
2023-01-04 02:00:00+00:00,1741.0,2692.0,0.0,0.0,0.0,0.0,3127.25
2023-01-04 03:00:00+00:00,1855.0,2665.0,0.0,0.0,0.0,0.0,3128.75
2023-01-04 04:00:00+00:00,2120.0,2549.5,0.0,0.0,0.0,0.0,3079.5
2023-01-04 05:00:00+00:00,2115.0,2302.25,0.0,0.0,0.0,0.0,2831.0
2023-01-04 06:00:00+00:00,2143.0,2203.5,0.0,0.0,0.0,0.0,2739.25
2023-01-04 07:00:00+00:00,2108.0,2255.25,0.0,0.0,0.0,0.0,2782.25
2023-01-04 08:00:00+00:00,2064.0,2315.5,0.0,0.0,0.0,0.0,2831.5
2023-01-04 09:00:00+00:00,2029.0,2273.0,0.0,0.0,0.0,0.0,2780.25
2023-01-04 10:00:00+00:00,1973.0,2377.75,0.0,0.0,0.0,0.0,2871.0
2023-01-04 11:00:00+00:00,2000.0,2174.5,0.0,0.0,0.0,0.0,2674.5
2023-01-04 12:00:00+00:00,1784.0,2034.25,0.0,0.0,0.0,0.0,2480.25
2023-01-04 13:00:00+00:00,1799.0,2013.5,0.0,0.0,0.0,0.0,2463.25
2023-01-04 14:00:00+00:00,1766.0,2095.5,0.0,0.0,0.0,0.0,2537.0
2023-01-04 15:00:00+00:00,1847.0,1984.25,0.0,0.0,0.0,0.0,2446.0
2023-01-04 16:00:00+00:00,2079.0,2154.25,0.0,0.0,0.0,0.0,2674.0
2023-01-04 17:00:00+00:00,1951.0,1845.5,0.0,0.0,0.0,0.0,2333.25
2023-01-04 18:00:00+00:00,1896.0,1975.75,0.0,0.0,0.0,0.0,2449.75
2023-01-04 19:00:00+00:00,1909.0,1952.0,0.0,0.0,0.0,0.0,2429.25
2023-01-04 20:00:00+00:00,1882.0,2086.5,0.0,0.0,0.0,0.0,2557.0
2023-01-04 21:00:00+00:00,2044.0,2214.0,0.0,0.0,0.0,0.0,2725.0
2023-01-04 22:00:00+00:00,2079.0,2548.75,0.0,0.0,0.0,0.0,3068.5
2023-01-04 23:00:00+00:00,2040.0,2336.5,0.0,0.0,0.25,0.0,2846.75
2023-01-05 00:00:00+00:00,1767.0,2744.5,0.0,0.0,46.75,0.0,3233.0
2023-01-05 01:00:00+00:00,1734.0,2792.25,0.0,0.0,98.5,0.0,3324.25
2023-01-05 02:00:00+00:00,1678.0,2693.5,0.0,0.0,112.75,0.0,3225.75
2023-01-05 03:00:00+00:00,1653.0,2884.0,0.0,0.0,103.25,0.0,3400.5
2023-01-05 04:00:00+00:00,2021.0,3052.0,0.0,0.0,64.0,0.0,3621.25
2023-01-05 05:00:00+00:00,1901.0,2469.25,0.0,0.0,2.25,0.0,2946.75
2023-01-05 06:00:00+00:00,1755.0,2135.25,0.0,0.0,0.0,0.0,2574.0
2023-01-05 07:00:00+00:00,1604.0,2016.0,0.0,0.0,0.0,0.0,2417.0
2023-01-05 08:00:00+00:00,1735.0,2485.0,0.0,0.0,0.0,0.0,2918.75
2023-01-05 09:00:00+00:00,1700.0,2155.5,0.0,0.0,0.0,0.0,2580.5
2023-01-05 10:00:00+00:00,1745.0,2089.25,0.0,0.0,0.0,0.0,2525.5
2023-01-05 11:00:00+00:00,1703.0,2136.25,0.0,0.0,0.0,0.0,2562.0
2023-01-05 12:00:00+00:00,1586.0,2020.5,0.0,0.0,0.0,0.0,2417.0
2023-01-05 13:00:00+00:00,1404.0,1619.75,0.0,0.0,0.0,0.0,1970.75
2023-01-05 14:00:00+00:00,1410.0,1202.75,0.0,0.0,0.0,0.0,1555.25
2023-01-05 15:00:00+00:00,1157.0,569.25,0.0,0.0,0.0,0.0,858.5
2023-01-05 16:00:00+00:00,1064.0,369.25,0.0,0.0,0.0,364.0,726.25
2023-01-05 17:00:00+00:00,1080.0,475.25,0.0,0.0,0.0,0.0,745.25
2023-01-05 18:00:00+00:00,1021.0,902.5,0.0,0.0,0.0,0.0,1157.75
2023-01-05 19:00:00+00:00,970.0,1169.5,0.0,0.0,0.0,0.0,1412.0
2023-01-05 20:00:00+00:00,996.0,1183.25,0.0,0.0,0.0,0.0,1432.25
2023-01-05 21:00:00+00:00,1138.0,1255.0,0.0,0.0,0.0,0.0,1539.5
2023-01-05 22:00:00+00:00,1211.0,1227.75,0.0,0.0,0.0,0.0,1530.5
2023-01-05 23:00:00+00:00,1449.0,1680.0,0.0,0.0,0.25,0.0,2042.5
2023-01-06 00:00:00+00:00,1296.0,1693.75,0.0,0.0,20.5,0.0,2038.25
2023-01-06 01:00:00+00:00,1411.0,2228.5,0.0,0.0,46.75,0.0,2628.0
2023-01-06 02:00:00+00:00,1374.0,2103.5,0.0,0.0,7.5,0.0,2454.5
2023-01-06 03:00:00+00:00,1521.0,2674.25,0.0,0.0,2.5,0.0,3057.0
2023-01-06 04:00:00+00:00,1749.0,2843.75,0.0,0.0,0.0,0.0,3281.0
2023-01-06 05:00:00+00:00,1942.0,2399.75,0.0,0.0,0.0,0.0,2885.25
2023-01-06 06:00:00+00:00,1921.0,2424.5,0.0,0.0,0.0,0.0,2904.75
2023-01-06 07:00:00+00:00,1851.0,2077.25,0.0,0.0,0.0,0.0,2540.0
2023-01-06 08:00:00+00:00,1753.0,2170.75,0.0,0.0,0.0,0.0,2609.0
2023-01-06 09:00:00+00:00,1761.0,2369.75,0.0,0.0,0.0,0.0,2810.0
2023-01-06 10:00:00+00:00,1752.0,2617.25,0.0,0.0,0.0,0.0,3055.25
2023-01-06 11:00:00+00:00,1750.0,2536.25,0.0,0.0,0.0,0.0,2973.75
2023-01-06 12:00:00+00:00,1884.0,2403.75,0.0,0.0,0.0,0.0,2874.75
2023-01-06 13:00:00+00:00,1970.0,2236.0,0.0,0.0,0.0,0.0,2728.5
2023-01-06 14:00:00+00:00,2021.0,2157.0,0.0,0.0,0.0,0.0,2662.25
2023-01-06 15:00:00+00:00,2131.0,2029.75,0.0,0.0,0.0,0.0,2562.5
2023-01-06 16:00:00+00:00,2140.0,2242.75,0.0,0.0,0.0,0.0,2777.75
2023-01-06 17:00:00+00:00,2181.0,1865.75,0.0,0.0,0.0,0.0,2411.0
2023-01-06 18:00:00+00:00,2168.0,2133.75,0.0,0.0,0.0,0.0,2675.75
2023-01-06 19:00:00+00:00,2113.0,2071.75,0.0,0.0,0.0,0.0,2600.0
2023-01-06 20:00:00+00:00,2128.0,2060.0,0.0,0.0,0.0,0.0,2592.0
2023-01-06 21:00:00+00:00,2202.0,2153.75,0.0,0.0,0.0,0.0,2704.25
2023-01-06 22:00:00+00:00,2250.0,1920.5,0.0,0.0,0.0,0.0,2483.0
2023-01-06 23:00:00+00:00,2113.0,1903.5,0.0,0.0,0.0,0.0,2431.75
2023-01-07 00:00:00+00:00,2002.0,1970.5,0.0,0.0,2.5,0.0,2473.5
2023-01-07 01:00:00+00:00,2010.0,2162.0,0.0,0.0,42.25,0.0,2706.75
2023-01-07 02:00:00+00:00,1779.0,1999.5,0.0,0.0,12.25,0.0,2456.5
2023-01-07 03:00:00+00:00,1733.0,1935.25,0.0,0.0,0.0,0.0,2368.5
2023-01-07 04:00:00+00:00,1870.0,1840.0,0.0,0.0,0.0,0.0,2307.5
2023-01-07 05:00:00+00:00,2093.0,1984.0,0.0,0.0,0.0,0.0,2507.25
2023-01-07 06:00:00+00:00,2162.0,2153.0,0.0,0.0,0.0,0.0,2693.5
2023-01-07 07:00:00+00:00,2246.0,2169.25,0.0,0.0,0.0,0.0,2730.75
2023-01-07 08:00:00+00:00,1958.0,1995.5,0.0,0.0,0.0,0.0,2485.0
2023-01-07 09:00:00+00:00,1710.0,2319.5,0.0,0.0,0.0,0.0,2747.0
2023-01-07 10:00:00+00:00,1574.0,2350.25,0.0,0.0,0.0,0.0,2743.75
2023-01-07 11:00:00+00:00,1460.0,2396.75,0.0,0.0,0.0,0.0,2761.75
2023-01-07 12:00:00+00:00,1432.0,2742.0,0.0,0.0,0.0,0.0,3100.0
2023-01-07 13:00:00+00:00,1545.0,2539.25,0.0,0.0,0.0,0.0,2925.5
2023-01-07 14:00:00+00:00,1599.0,2226.5,0.0,0.0,0.0,288.0,2698.25
2023-01-07 15:00:00+00:00,1649.0,1753.25,0.0,0.0,0.0,212.0,2218.5
2023-01-07 16:00:00+00:00,1855.0,1846.5,0.0,0.0,0.0,0.0,2310.25
2023-01-07 17:00:00+00:00,1968.0,1762.25,0.0,0.0,0.0,0.0,2254.25
2023-01-07 18:00:00+00:00,1827.0,1741.0,0.0,0.0,0.0,0.0,2197.75
2023-01-07 19:00:00+00:00,2024.0,1863.25,0.0,0.0,0.0,0.0,2369.25
2023-01-07 20:00:00+00:00,1951.0,1922.25,0.0,0.0,0.0,0.0,2410.0
2023-01-07 21:00:00+00:00,2053.0,2075.5,0.0,0.0,0.0,0.0,2588.75
2023-01-07 22:00:00+00:00,1960.0,2141.0,0.0,0.0,0.0,0.0,2631.0
2023-01-07 23:00:00+00:00,2057.0,2427.5,0.0,0.0,0.0,0.0,2941.75
2023-01-08 00:00:00+00:00,1823.0,2641.0,0.0,0.0,0.0,0.0,3096.75
2023-01-08 01:00:00+00:00,1800.0,2843.25,0.0,0.0,0.0,0.0,3293.25
2023-01-08 02:00:00+00:00,1736.0,2657.5,0.0,0.0,0.0,0.0,3091.5
2023-01-08 03:00:00+00:00,1715.0,2574.0,0.0,0.0,5.5,0.0,3008.25
2023-01-08 04:00:00+00:00,1868.0,2738.75,0.0,0.0,2.0,0.0,3207.75
2023-01-08 05:00:00+00:00,2086.0,2774.0,0.0,0.0,0.0,0.0,3295.5
2023-01-08 06:00:00+00:00,2000.0,2527.5,0.0,0.0,0.0,0.0,3027.5
2023-01-08 07:00:00+00:00,1976.0,2538.25,0.0,0.0,0.0,72.0,3050.25
2023-01-08 08:00:00+00:00,1950.0,2491.25,0.0,0.0,0.0,0.0,2978.75
2023-01-08 09:00:00+00:00,1990.0,2390.75,0.0,0.0,0.0,0.0,2888.25
2023-01-08 10:00:00+00:00,1907.0,2413.75,0.0,0.0,0.0,0.0,2890.5
2023-01-08 11:00:00+00:00,1901.0,2051.0,0.0,0.0,0.0,0.0,2526.25
2023-01-08 12:00:00+00:00,1880.0,1980.0,0.5,0.0,0.0,0.0,2450.5
2023-01-08 13:00:00+00:00,1895.0,1861.25,0.5,0.0,0.0,112.0,2363.5
2023-01-08 14:00:00+00:00,2058.0,1912.0,0.0,0.0,0.0,197.0,2475.75
2023-01-08 15:00:00+00:00,2237.0,1777.25,0.0,0.0,0.0,294.0,2410.0
2023-01-08 16:00:00+00:00,2272.0,1761.75,0.0,0.0,0.0,77.0,2349.0
2023-01-08 17:00:00+00:00,2308.0,1638.0,0.0,0.0,0.0,36.0,2224.0
